"Ticket";"Tipo de ticket";"Cliente";"Unidade de Negócio";"Contato";"Categoria";"Técnico";"Data de criação";"Data de finalização";"Situação";"Setor do Solicitante";"Mesa de trabalho";"Avaliação";"Descrição"
861;"Finalizado e solucionado com sucesso";"DOCE MEL";"---";"Natalia (Doce Mel)";"Fiscal - duvidas";"Eduardo Lopes";"11/12/2023 11:26";"11/12/2023 11:27";"Finalizado";"Administrativo";"Suporte Técnico";;"HELP: Nota de devolução"
860;"Finalizado e solucionado com sucesso";"PANIFICADORA PANEGOMES";"---";"Edna Viana,Carlos Eduardo (Panegomes)";"Ipos Desktop (PDV) - problema";"Eduardo Lopes";"11/12/2023 11:24";"11/12/2023 11:25";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro no PDV: ""Cupom já emitido"""
859;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE SUL";"---";"Emanuela Dias (Todas as lojas Noelia)";"Ipos Desktop (PDV) - problema";"Carlos Dourado";"11/12/2023 11:15";"11/12/2023 11:17";"Finalizado";"Frente de loja";"Suporte Técnico";4;"Problemas ao tentar realizar adiantamento, frente de caixa não associados, caixas antigos abertos"
858;"Finalizado e solucionado com sucesso";"VERDELIMA RESTAURANTE";"---";"VERDE LIMA RESTAURANTE ";"Fiscal - duvidas";"Carlos Dourado";"11/12/2023 11:14";"11/12/2023 11:15";"Finalizado";"Frente de loja";"Suporte Técnico";4;"Extração de XML ref a Nov de 2023"
857;"Finalizado e solucionado com sucesso";"PANIFICADORA PACATUBA";"PANIFICADORA PACATUBA";"Francimara - Panificadora Pacatuba,Paulo - panificadora pacatuba,Carolina( Panificadora Pacatuba)";"Fiscal - duvidas";"Eduardo Lopes";"11/12/2023 11:12";"11/12/2023 11:13";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE vermelho"
856;"Finalizado e solucionado com sucesso";"HORTALICIA";"---";"Ariane Hortalicia,Wellington Neves - Hortalicia";"Movimentação - problema";"Daniel Weber";"11/12/2023 11:08";"11/12/2023 11:09";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita reimpressão de cupom"
855;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - FABRICA";"---";"Biscoitos Briejer,Clau (Briejer),julieta - Briejer,mayara,Flávia (Briejer Sócia)";"Administrativo - Dúvidas";"Daniel Weber";"11/12/2023 11:03";"11/12/2023 11:04";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita dar permissão de acesso para caixa"
854;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - DOM LUSTOSA";"---";"Nívea Costa,Freitas Dom Lustosa,Camile (Freitas Express)";"Movimentação - duvidas";"Guilherme Lima";"11/12/2023 10:47";"11/12/2023 10:49";"Finalizado";"Frente de loja";"Suporte Técnico";;"Duvidas com relatórios do curva ABC"
853;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - DEL PASEO";"---";"Biscoitos Briejer - Del Passeo";"Administrativo - Dúvidas";"Daniel Weber";"11/12/2023 10:18";"11/12/2023 10:19";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente INFORMA QUE NAO CONSEGUE DA ENTRADA DE NOTA"
852;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Roberta - freitas Baturite,Freitas";"Administrativo - Dúvidas";"Daniel Weber";"11/12/2023 09:52";"";"A fazer";"Administrativo";"Suporte Técnico";;"Cliente informa que caixa 4 foi desabilitado o sistema."
851;"Finalizado e solucionado com sucesso";"GRUPO M S GESTAO EM  ALIMENTACAO";"---";"Eleudo Junior Oliveira,Pedro - Grupo MS,Janaina Grupo MS";"Administrativo - Dúvidas";"Daniel Weber";"11/12/2023 09:48";"11/12/2023 09:50";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente solicita alteração da tributação de certos produtos cadastrador"
850;"Finalizado e solucionado com sucesso";"BETH COXINHAS LANCHONETES LTDA";"---";"Beth Coxinhas";"Movimentação - problema";"Daniel Weber";"11/12/2023 09:43";"11/12/2023 09:45";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente informa que não esta imprimindo no caixa 2 verificado caminho na impressora esta incorreto"
849;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - BRISA SHOPPING";"---";"Jane Silva,Samara Freitas Aquiraz Brisa Shopping ,Samara (Freitas Brisa),MARILIA - Freitas Aquiraz,J";"Movimentação - problema";"Daniel Weber";"11/12/2023 09:23";"11/12/2023 09:23";"Finalizado";"Administrativo";"Suporte Técnico";5;"Cliente informa erro ao da entrada de nota"
848;"Finalizado e solucionado com sucesso";"BETH COXINHAS LANCHONETES LTDA";"---";"Beth Coxinhas";"Administrativo - Dúvidas";"Daniel Weber";"11/12/2023 08:48";"11/12/2023 08:51";"Finalizado";"Administrativo";"Suporte Técnico";5;"cliente informa que impressora não esta imprimindo."
847;"Finalizado e solucionado com sucesso";"SIR FISHER PUB";"---";"Sir Fisher,Sir Fisher Pub,Alexandre - Sir Fisher Pub";"Infraestrutura - problema";"Guilherme Lima";"11/12/2023 00:03";"11/12/2023 00:03";"Finalizado";"Frente de loja";"Suporte Técnico";;"Problemas com aparelho MFE"
846;"Finalizado e solucionado com sucesso";"ITAMAE SUSHI BAR";"---";"Juliana - Itame";"Infraestrutura - problema";"Guilherme Lima";"11/12/2023 00:02";"11/12/2023 00:02";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Problemas com impressora"
845;"Bug";"RAIZ COZINHA BRASILEIRA";"---";"Raiz Cozinha Brasileira,Raiz Cozinha Brasileira,Sauce Pizza";"Ipos Desktop (PDV) - problema";"Saulo Felipe";"10/12/2023 20:11";"10/12/2023 20:16";"Finalizado";"Frente de loja";"Suporte Técnico";;"Mesa estava com desconto de 197,80 e ao finalizar estava considerando apenas o valor total do produto e não o valor do produto + o acréscimo na hora de finalizar."
844;"Finalizado e solucionado com sucesso";"Dan Cookies - Shopping Benfica";"---";"Fabio Saraiva - Dan cookies";"API antiga";"Guilherme Lima";"10/12/2023 20:05";"10/12/2023 20:06";"Finalizado";"Frente de loja";"Suporte Técnico";;"Api antiga travada"
843;"Finalizado e solucionado com sucesso";"BLEND COFFE HOUSE";"---";"Blend coffee house";"Ipos Mobile - problema";"Guilherme Lima";"10/12/2023 20:04";"10/12/2023 20:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"Lentidão mobile - cliente relatou lentidao"
842;"Finalizado e solucionado com sucesso";"DAN COOKIES - CENTRO SOBRAL";"---";"Flavio ,Bruna Lima - Dan Cookies";"Integração delivery - problema";"Saulo Felipe";"10/12/2023 19:50";"10/12/2023 19:52";"Finalizado";"Frente de loja";"Suporte Técnico";;"Pedidos não estavam sendo finalizados no Anota Ai e Ifood quando finalizava pelo PDV"
841;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares";"Ipos Desktop (PDV) - duvidas";"Saulo Felipe";"10/12/2023 19:13";"10/12/2023 19:15";"Finalizado";"Frente de loja";"Suporte Técnico";;"Queria estornar venda com mais de 30 minutos"
840;"Finalizado e solucionado com sucesso";"Z BOYS PIZZA";"---";"Z boys ";"Ipos Mobile - problema";"Saulo Felipe";"10/12/2023 18:04";"10/12/2023 18:06";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro ao logar no cellular pelo ipos mobile. Verificado que o endereço IP mudou."
839;"Finalizado e solucionado com sucesso";"RAIZ COZINHA BRASILEIRA";"---";"Raiz Cozinha Brasileira,Raiz Cozinha Brasileira,Sauce Pizza";"Ipos Desktop (PDV) - problema";"Saulo Felipe";"10/12/2023 17:39";"10/12/2023 17:41";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro ao finalizar venda no PDV devido dessconto ser maior que o valor do produto"
838;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Administrativo - Dúvidas";"Saulo Felipe";"10/12/2023 15:29";"10/12/2023 15:30";"Finalizado";"Administrativo";"Suporte Técnico";;"TESTE TESTE"
837;"Finalizado e solucionado com sucesso";"TORTEL� ALDEOTA";"---";"simone";"Ipos Desktop (PDV) - problema";"Saulo Felipe";"10/12/2023 14:10";"10/12/2023 14:13";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Elemento raiz inexistente ao consultar produto."
836;"Finalizado e solucionado com sucesso";"MERCADINHO SOL NASCENTE";"---";"Mercadinho Sol Nascente";"Fiscal - problema";"Carlos Dourado";"10/12/2023 13:50";"10/12/2023 13:51";"Finalizado";"Frente de loja";"Suporte Técnico";;"MF-e offline"
835;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - DEL PASEO";"---";"Biscoitos Briejer - Del Passeo";"Financeiro - duvidas";"Carlos Dourado";"10/12/2023 13:43";"10/12/2023 13:44";"Finalizado";"Administrativo";"Suporte Técnico";5;"Reimpressão de fechamento de caixa"
834;"Finalizado e solucionado com sucesso";"VO DAZINHA CONFEITARIA";"---";"Vicente - Vó Dazinha,Tatiana - Vo dazinha";"Fiscal - duvidas";"Carlos Dourado";"10/12/2023 13:16";"10/12/2023 13:17";"Finalizado";"Administrativo";"Suporte Técnico";;"Dúvida sobre nota de transferência"
833;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - JUREMA";"---";"Thais Oliveira,Lucas Freitas Express Jurema";"Instabilidade ERP";"Carlos Dourado";"10/12/2023 12:02";"10/12/2023 12:03";"Finalizado";"Frente de loja";"Suporte Técnico";;"Relatou problemas no ERP"
832;"Finalizado e solucionado com sucesso";"CARNEIRO PRIME";"---";"Lara Rebeca,Lara Rebeca,Carneiro Prime";"Ipos Desktop (PDV) - duvidas";"Carlos Dourado";"10/12/2023 11:02";"10/12/2023 11:02";"Finalizado";"Frente de loja";"Suporte Técnico";;"Desejava saber se havia vendas presas"
831;"Finalizado e solucionado com sucesso";"CARNEIRO PRIME";"---";"Lara Rebeca,Lara Rebeca,Carneiro Prime";"Ipos Desktop (PDV) - duvidas";"Carlos Dourado";"10/12/2023 09:30";"10/12/2023 09:31";"Finalizado";"Frente de loja";"Suporte Técnico";;"Verificar se havia vendas pendentes de sincronização"
830;"Finalizado e solucionado com sucesso";"PANIFICADORA PANEGOMES";"---";"Edna Viana,Carlos Eduardo (Panegomes)";"Fiscal - problema";"Carlos Dourado";"10/12/2023 09:28";"10/12/2023 09:29";"Finalizado";"Frente de loja";"Suporte Técnico";;"API fiscal com erro"
829;"Finalizado e solucionado com sucesso";"REI DO FRANGO ASSADO";"---";"Yuri - Rei do Frango Assado";"Fiscal - problema";"Carlos Dourado";"10/12/2023 09:10";"10/12/2023 09:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"MF-e offline"
828;"Finalizado e solucionado com sucesso";"Dan Cookies - Shopping Benfica";"---";"Fabio Saraiva - Dan cookies";"API antiga";"Matheus Solon";"09/12/2023 23:28";"09/12/2023 23:29";"Finalizado";"Frente de loja";"Suporte Técnico";5;"API"
827;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - FABRICA";"---";"Fernando - Noelia North Shopping";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"09/12/2023 21:20";"09/12/2023 21:20";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
826;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - QUARTIER";"---";"Andreza,TEKA,Jaqueline - Quartier,Luana - Biscoito Briejer";"Fiscal - duvidas";"Matheus Solon";"09/12/2023 21:19";"09/12/2023 21:20";"Finalizado";"Administrativo";"Suporte Técnico";;"Falta de interação"
825;"Finalizado e solucionado com sucesso";"ITAMAE SUSHI BAR";"---";"Juliana - Itame";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 21:11";"09/12/2023 21:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"Configuração de impressora"
824;"Finalizado e solucionado com sucesso";"ATELIER 1913";"---";"Renata";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 21:00";"09/12/2023 21:00";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE Vermelho"
823;"Finalizado e solucionado com sucesso";"ATELIER 1913";"---";"Renata";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 20:41";"09/12/2023 20:42";"Finalizado";"Frente de loja";"Suporte Técnico";5;"MFE Vermelho"
822;"Finalizado e solucionado com sucesso";"ITAMAE SUSHI BAR";"---";"Juliana - Itame";"Servidor";"Matheus Solon";"09/12/2023 20:38";"09/12/2023 20:38";"Finalizado";"Frente de loja";"Suporte Técnico";;"Instalação de servidor"
821;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso,Parrileiro Sul - Caixa,Nazareno (Parrileir";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 20:29";"09/12/2023 20:30";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Impressão saindo na impressora errada"
820;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - MARACANAU";"---";"Freitas Express Parangaba,Freitas Express Maracanau";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 20:27";"09/12/2023 20:28";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
819;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Arlecio (freitas Express Baturite),Freitas,Ericles Freitas Baturite,Roberta - freitas Baturite";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"09/12/2023 20:18";"09/12/2023 20:19";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Cliente fez suprimento errado"
818;"Finalizado e solucionado com sucesso";"RYK SUSHI";"---";"Ryk SUSHI";"Administrativo - Dúvidas";"Matheus Solon";"09/12/2023 19:14";"09/12/2023 19:14";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cliente Resolveu"
817;"Finalizado e solucionado com sucesso";"MERCADINHO PAI E FILHOS";"---";"Carlos - mercadinho pais e filhos";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 19:05";"09/12/2023 19:06";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE Vermelho"
816;"Finalizado e solucionado com sucesso";"PONTO DO SPETTO";"---";"Vicente Vitaliano,Wagner Lima - ponto do spetto";"Ipos Mobile - problema";"Matheus Solon";"09/12/2023 18:47";"09/12/2023 18:48";"Finalizado";"Frente de loja";"Suporte Técnico";5;"IP desconfigurado"
815;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES";"---";"Margarida  - Bolaria Rafaela Fontes Coophab,Bolaria Rafaela Fontes - Loja 2 Abel,Rafael - Bolaria,Ca";"Administrativo - Dúvidas";"Matheus Solon";"09/12/2023 18:25";"09/12/2023 18:26";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
814;"Finalizado e solucionado com sucesso";"EMPORIO DO BOLO - CIDADE 2000";"---";"Isaac Figueira,Sidiane,Dalila - Emporio do Bolo,Jhamilly (Emporio do Bolo Cid2000)";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"09/12/2023 18:21";"09/12/2023 18:22";"Finalizado";"Frente de loja";"Suporte Técnico";;"Dúvida sobre tecla de atalho no PDV"
813;"Finalizado e solucionado com sucesso";"LE TOUT";"---";"Carol (Le Tout)";"Fiscal - problema";"Matheus Solon";"09/12/2023 18:08";"09/12/2023 18:09";"Finalizado";"Compras";"Suporte Técnico";;"Nota manifesta não consegue ser manifestada novamente"
812;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SAO CRISTOVAO";"---";"Márcio (Freitas Express Jangurussu),Wladiana (Freitas Jangurussu)";"Movimentação - duvidas";"Matheus Solon";"09/12/2023 17:35";"09/12/2023 17:43";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cadastrar produto do tipo composição"
811;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso,Parrileiro Sul - Caixa,Nazareno (Parrileir";"Ipos Mobile - problema";"Matheus Solon";"09/12/2023 16:54";"09/12/2023 16:54";"Finalizado";"Frente de loja";"Suporte Técnico";4;"Dispositivo desvinculado"
810;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"09/12/2023 16:46";"09/12/2023 16:46";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cliente resolveu"
809;"Melhoria";"TORTELE RIOMAR";"---";"Cecília (Financeiro Tortele Riomar)";"Ipos Call Center";"Matheus Solon";"09/12/2023 16:41";"";"A fazer";"Frente de loja";"Desenvolvimento";;"Encomenda de callcenter quando é cancelada em um estabelecimento não é cancelada nos outros"
808;"Melhoria";"TORTELE RIOMAR";"---";"Cecília (Financeiro Tortele Riomar)";"Ipos Call Center";"Matheus Solon";"09/12/2023 16:39";"09/12/2023 16:41";"Finalizado";"Frente de loja";"Suporte Técnico";;"Callcenter não cancela em outros estabelecimentos quando cancelado em um estabelecimento"
807;"Finalizado e solucionado com sucesso";"BUTCHERS 746";"---";"Diego,Thaina Alves,Taynah Alves (Butchers 746),Jacinta - Butchers ";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 16:27";"09/12/2023 16:28";"Finalizado";"Frente de loja";"Suporte Técnico";;"Permissão para colocar encomenda em produção"
806;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE MONTESE";"---";"Noelia";"Instabilidade ERP";"Matheus Solon";"09/12/2023 16:23";"09/12/2023 16:24";"Finalizado";"Financeiro";"Suporte Técnico";;"Relatórios quebrados"
805;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - PARANGABA";"---";" Leonardo Porto(Dono) - Freitas Parangaba,Junior Felix (Freitas Parangaba),Junior Felix - Freitas pa";"Instabilidade ERP";"Matheus Solon";"09/12/2023 16:20";"09/12/2023 16:21";"Finalizado";"Financeiro";"Suporte Técnico";;"Relatórios quebrados"
804;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares";"Instabilidade ERP";"Matheus Solon";"09/12/2023 16:04";"09/12/2023 16:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
803;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES";"---";"Margarida  - Bolaria Rafaela Fontes Coophab,Bolaria Rafaela Fontes - Loja 2 Abel,Rafael - Bolaria,Ca";"Ipos Desktop (PDV) - duvidas";"Matheus Solon";"09/12/2023 15:50";"09/12/2023 15:51";"Finalizado";"Frente de loja";"Suporte Técnico";;"Sangria não havia impresso"
802;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES - JAGUARARI";"---";"Aldrei (Bolaria RF - Jaguarari)";"Instabilidade ERP";"Matheus Solon";"09/12/2023 15:44";"09/12/2023 15:45";"Finalizado";"Financeiro";"Suporte Técnico";;"Relatórios quebrados"
801;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE ALDEOTA";"---";"Silvia - Noelia,Noelia Aldeota";"Servidor";"Matheus Solon";"09/12/2023 15:38";"09/12/2023 15:39";"Finalizado";"Financeiro";"Suporte Técnico";;"Relatórios quebrados"
800;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE RIO MAR";"---";"Noelia Rio Mar";"Servidor";"Matheus Solon";"09/12/2023 15:36";"09/12/2023 15:37";"Finalizado";"Administrativo";"Suporte Técnico";;"Relatórios quebrados"
799;"Finalizado e solucionado com sucesso";"TORTEL� SUL";"---";"Cecilia - Financeiro,Tortele sul";"Movimentação - problema";"Matheus Solon";"09/12/2023 15:33";"09/12/2023 15:34";"Finalizado";"Frente de loja";"Suporte Técnico";;"Localizar uma venda"
798;"Finalizado e solucionado com sucesso";"DESENTUPIDORA ESTRELA DO SOL";"---";"Tiago Duarte - Desentupidora,Zélia (Desentupidora Estrela do Sol),Desentupidora Estrela Do Sol";"Administrativo - Dúvidas";"Matheus Solon";"09/12/2023 15:05";"09/12/2023 15:06";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
797;"Finalizado e solucionado com sucesso";"DUOS PIZZA CANIDEZINHO";"---";"Bruno Duos Pizza";"Integração delivery - duvidas";"Matheus Solon";"09/12/2023 14:30";"09/12/2023 14:32";"Finalizado";"Frente de loja";"Suporte Técnico";;"Dúvidas sobre integração"
796;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS TRAIRI";"---";"Raquel Guedes - Freitas Trairi";"Movimentação - duvidas";"Saulo Felipe";"09/12/2023 14:08";"09/12/2023 14:09";"Finalizado";"Administrativo";"Suporte Técnico";;"Perguntou se tinha como puxar listagem de vendas finalizadas através de orçamento importado."
795;"Finalizado e solucionado com sucesso";"ATACADAO COSTA_ GRANJA LISBOA";"---";"ATACADÃO COSTA";"Movimentação - problema";"Saulo Felipe";"09/12/2023 13:47";"09/12/2023 13:54";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Verificado que o GTIN do produto CONJUNTO CAÇAROLAS COMBATE POLIDAS COLOR (085212) estava incorreto. Enviado o print do erro e informei que iria apagar o GTIN para resolver logo para liberar o cliente logo e repassar para o administrativo."
794;"Finalizado e solucionado com sucesso";"FORT MORANGOS";"---";"Fernanda - Fort Morango,Fort morangos,Thiago  - Fort Morangos ,Luara (Fort Morangos),Thiago (Fort Mo";"API antiga";"Matheus Solon";"09/12/2023 13:12";"09/12/2023 13:12";"Finalizado";"Frente de loja";"Suporte Técnico";3;"izzyapi fechado"
793;"Finalizado e solucionado com sucesso";"Estaleiro do Gaucho";"---";"Julio,Jamila - estaleiro";"Financeiro - duvidas";"Matheus Solon";"09/12/2023 13:05";"09/12/2023 13:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"duvida sobre contas a receber"
792;"Finalizado e solucionado com sucesso";"REI DO BAI�O";"---";"Grupo Rei do Baião,Luis Rei do Baiao Manaus,Beatriz - Rei do Baião";"Movimentação - duvidas";"Saulo Felipe";"09/12/2023 12:42";"09/12/2023 12:50";"Finalizado";"Administrativo";"Suporte Técnico";;"Usuário solicitou como puxar relatório de vale funcionário."
791;"Finalizado e solucionado com sucesso";"HOLY SALT";"---";"Davi - Holy Salt,Larissa (Holy Salt),Felipy - Holy Salt,Davi (Holy Salt),Manoela - Holy Salt";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 12:49";"09/12/2023 12:50";"Finalizado";"Frente de loja";"Suporte Técnico";;"duvida sobre pdv"
790;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Movimentação - problema";"Saulo Felipe";"09/12/2023 12:18";"09/12/2023 12:22";"Finalizado";"Frente de loja";"Suporte Técnico";;"Estava atualizando o preço após a alteração."
789;"Finalizado e solucionado com sucesso";"DESENTUPIDORA ESTRELA DO SOL";"---";"Tiago Duarte - Desentupidora,Zélia (Desentupidora Estrela do Sol),Desentupidora Estrela Do Sol";"Movimentação - problema";"Matheus Solon";"09/12/2023 12:03";"09/12/2023 12:03";"Finalizado";"Frente de loja";"Suporte Técnico";4;"ajuda pra gerar relatorio"
788;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Arlecio (freitas Express Baturite),Freitas,Ericles Freitas Baturite,Roberta - freitas Baturite";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 11:48";"09/12/2023 11:48";"Finalizado";"Frente de loja";"Suporte Técnico";1;"erro ao finalizar com pix"
787;"Finalizado e solucionado com sucesso";"PANIFICADORA PANEGOMES";"---";"Edna Viana,Carlos Eduardo (Panegomes)";"Ipos Desktop (PDV) - duvidas";"Saulo Felipe";"09/12/2023 11:35";"09/12/2023 11:42";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Atendente encerrou venda com quantidade de 4010 pães na venda totalizando um valor R$2.000,05 no horário de 06:11h, porém a mesma entrou em contato muito tempo depois de 30 minutos."
786;"Finalizado e solucionado com sucesso";"HOLY SALT";"---";"Davi - Holy Salt,Larissa (Holy Salt),Felipy - Holy Salt,Davi (Holy Salt),Manoela - Holy Salt";"Ipos Desktop (PDV) - duvidas";"Saulo Felipe";"09/12/2023 11:30";"09/12/2023 11:35";"Finalizado";"Frente de loja";"Suporte Técnico";;"Informou que não consegue fechar o caixa, pois informa que consta mesa/comanda em aberto."
785;"Finalizado e solucionado com sucesso";"DOLCE DIVINO";"---";"Indrid,Ingrid,Marina Moreira - Dolce Divino,Maria Clara(Dona) - Dolce Divino,Mikaelly (Dolce Divino ";"Infraestrutura - problema / MFE sem comunicação";"Saulo Felipe";"09/12/2023 11:28";"09/12/2023 11:29";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE vermelho"
784;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 11:25";"09/12/2023 11:25";"Finalizado";"Frente de loja";"Suporte Técnico";1;"caixa fechado"
783;"Finalizado e solucionado com sucesso";"LIGLIMP DESCARTAVEIS E PRODUTOS DE LIMEPZA LTDA - TALIMPO";"---";"Leila talimpo,NAYARA TALIMPO";"Administrativo - Dúvidas";"Saulo Felipe";"09/12/2023 11:22";"09/12/2023 11:22";"Finalizado";"Frente de loja";"Suporte Técnico";;"Estava com usuário administradores."
782;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - ITAPUA";"---";"Fagner,Leonate (Freitas Express),Adailton (Freitas Itapuã), Lorena - Express Itapuã";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 11:16";"09/12/2023 11:17";"Finalizado";"Administrativo";"Suporte Técnico";1;"ERRO AO FINALIZAR VENDA"
781;"Finalizado e solucionado com sucesso";"ESTRELA E CRUZ CONSTRU��O E BAZAR";"---";"Estrela e cruz ";"Ipos Desktop (PDV) - problema";"Matheus Solon";"09/12/2023 11:05";"09/12/2023 11:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"ajuda para fechar conta"
780;"Finalizado e solucionado com sucesso";"TORTEL� MEIRELES";"---";"Tortelê Meireles";"Movimentação - problema";"Matheus Solon";"09/12/2023 11:04";"09/12/2023 11:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"resolvido sem ajuda do suporte"
779;"Finalizado e solucionado com sucesso";"SABBAR RESTAURANTE E BAR  - BAR DE TAPAS";"---";"Samara - Noelia aldeota";"Movimentação - duvidas";"Saulo Felipe";"09/12/2023 10:55";"09/12/2023 10:57";"Finalizado";"Compras";"Suporte Técnico";;"Queria dar entrada de notas do mês de julho."
778;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS TRAIRI";"---";"Raquel Guedes - Freitas Trairi";"Administrativo - Dúvidas";"Matheus Solon";"09/12/2023 10:54";"09/12/2023 10:55";"Finalizado";"Administrativo";"Suporte Técnico";;"duvidas sobre permissão"
777;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso,Parrileiro Sul - Caixa,Nazareno (Parrileir";"Ipos Mobile - duvidas";"Matheus Solon";"09/12/2023 10:51";"09/12/2023 10:52";"Finalizado";"Frente de loja";"Suporte Técnico";5;"duvida sobre mobile"
